title,title_detail,published,published_parsed,summary,summary_detail,id,guidislink,link,links
"Mort d’Andy Gill, membre fondateur de Gang of Four","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort d’Andy Gill, membre fondateur de\xa0Gang of\xa0Four'}","Tue, 04 Feb 2020 12:21:11 +0100","time.struct_time(tm_year=2020, tm_mon=2, tm_mday=4, tm_hour=11, tm_min=21, tm_sec=11, tm_wday=1, tm_yday=35, tm_isdst=0)","Le son de The Gang of Four a notamment influencé R.E.M., St. Vincent, LCD Soundsystem, The Rapture, Bloc Party ou Franz Ferdinand et des titres comme « Damaged Goods » mélangeant rock, funk, reggae et R &amp; B sont devenus cultes.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le son de The Gang of Four a notamment influencé R.E.M., St. Vincent, LCD Soundsystem, The Rapture, Bloc Party ou Franz Ferdinand et des titres comme «\xa0Damaged Goods\xa0» mélangeant rock, funk, reggae et R &amp; B sont devenus cultes.'}",https://www.lemonde.fr/musiques/article/2020/02/04/mort-d-andy-gill-membre-fondateur-de-gang-of-four_6028374_1654986.html,True,https://www.lemonde.fr/musiques/article/2020/02/04/mort-d-andy-gill-membre-fondateur-de-gang-of-four_6028374_1654986.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/musiques/article/2020/02/04/mort-d-andy-gill-membre-fondateur-de-gang-of-four_6028374_1654986.html'}, {'length': '21592', 'type': 'image/jpeg', 'href': 'https://img.lemde.fr/2020/02/01/48/0/3959/1974/644/322/60/0/a9b369d_1943cd74523e4f27878ae3f770acc0c3-1943cd74523e4f27878ae3f770acc0c3-0.jpg', 'rel': 'enclosure'}]"
"Kenya : mort à 95 ans de l’ex-président Daniel arap Moi, au pouvoir pendant 24 ans","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Kenya\xa0: mort à 95\xa0ans de l’ex-président Daniel arap Moi, au pouvoir pendant 24\xa0ans'}","Tue, 04 Feb 2020 06:38:36 +0100","time.struct_time(tm_year=2020, tm_mon=2, tm_mday=4, tm_hour=5, tm_min=38, tm_sec=36, tm_wday=1, tm_yday=35, tm_isdst=0)","Son mandat entre 1978 à 2002 fut notamment marqué par la répression, le musellement de la dissidence et la corruption qui lui aurait permis de détourner près d’un milliard de dollars.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Son mandat entre 1978 à 2002 fut notamment marqué par la répression, le musellement de la dissidence et la corruption qui lui aurait permis de détourner près d’un milliard de dollars.'}",https://www.lemonde.fr/disparitions/article/2020/02/04/kenya-mort-a-95-ans-de-l-ex-president-daniel-arap-moi-au-pouvoir-pendant-24-ans_6028325_3382.html,True,https://www.lemonde.fr/disparitions/article/2020/02/04/kenya-mort-a-95-ans-de-l-ex-president-daniel-arap-moi-au-pouvoir-pendant-24-ans_6028325_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2020/02/04/kenya-mort-a-95-ans-de-l-ex-president-daniel-arap-moi-au-pouvoir-pendant-24-ans_6028325_3382.html'}, {'length': '15055', 'type': 'image/jpeg', 'href': 'https://img.lemde.fr/2020/02/04/33/0/2048/1024/644/322/60/0/a476c16_5108466-01-06.jpg', 'rel': 'enclosure'}]"
"Mort de David Kessler, directeur d’Orange Content et ancien patron de France Culture","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort de David Kessler, directeur d’Orange Content et ancien patron de France Culture'}","Tue, 04 Feb 2020 04:02:06 +0100","time.struct_time(tm_year=2020, tm_mon=2, tm_mday=4, tm_hour=3, tm_min=2, tm_sec=6, tm_wday=1, tm_yday=35, tm_isdst=0)","Haut fonctionnaire ayant notamment travaillé aux côtés de François Hollande à l’Elysée comme conseiller à la culture, cet énarque agrégé de philosophie avait dirigé la radio publique de 2005 à 2008.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Haut fonctionnaire ayant notamment travaillé aux côtés de François Hollande à l’Elysée comme conseiller à la culture, cet énarque agrégé de philosophie avait dirigé la radio publique de 2005 à 2008.'}",https://www.lemonde.fr/disparitions/article/2020/02/04/mort-de-david-kessler-le-directeur-d-orange-content-et-ancien-patron-de-france-culture_6028310_3382.html,True,https://www.lemonde.fr/disparitions/article/2020/02/04/mort-de-david-kessler-le-directeur-d-orange-content-et-ancien-patron-de-france-culture_6028310_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2020/02/04/mort-de-david-kessler-le-directeur-d-orange-content-et-ancien-patron-de-france-culture_6028310_3382.html'}, {'length': '21938', 'type': 'image/jpeg', 'href': 'https://img.lemde.fr/2015/06/12/0/0/2958/1477/644/322/60/0/0985f2e_3403-use39i.jpg', 'rel': 'enclosure'}]"
Mort du philosophe et critique George Steiner,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort du philosophe et critique George Steiner'}","Mon, 03 Feb 2020 22:26:34 +0100","time.struct_time(tm_year=2020, tm_mon=2, tm_mday=3, tm_hour=21, tm_min=26, tm_sec=34, tm_wday=0, tm_yday=34, tm_isdst=0)",Le penseur et critique littéraire hors pair est mort lundi à Cambridge (Royaume-Uni) à l’âge de 90 ans. Son ironie mordante n’épargnait pas la civilisation contemporaine.,"{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le penseur et critique littéraire hors pair est mort lundi à Cambridge (Royaume-Uni) à l’âge de 90 ans. Son ironie mordante n’épargnait pas la civilisation contemporaine.'}",https://www.lemonde.fr/disparitions/article/2020/02/03/mort-du-philosophe-et-critique-george-steiner_6028292_3382.html,True,https://www.lemonde.fr/disparitions/article/2020/02/03/mort-du-philosophe-et-critique-george-steiner_6028292_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2020/02/03/mort-du-philosophe-et-critique-george-steiner_6028292_3382.html'}, {'length': '11359', 'type': 'image/jpeg', 'href': 'https://img.lemde.fr/2020/02/03/182/0/3500/1747/644/322/60/0/76a7b4a_-xVHl64Cf0mR05VEdN6fQHy3.jpg', 'rel': 'enclosure'}]"
Le pianiste américain Peter Serkin est mort,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le pianiste américain Peter Serkin est mort'}","Mon, 03 Feb 2020 15:42:12 +0100","time.struct_time(tm_year=2020, tm_mon=2, tm_mday=3, tm_hour=14, tm_min=42, tm_sec=12, tm_wday=0, tm_yday=34, tm_isdst=0)","Issu d’une famille de musiciens, ce défenseur de la musique contemporaine était resté attaché aux maîtres classiques. Il est décédé le 1er février, à l’âge de 72 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Issu d’une famille de musiciens, ce défenseur de la musique contemporaine était resté attaché aux maîtres classiques. Il est décédé le 1er\xa0février, à l’âge de 72\xa0ans.'}",https://www.lemonde.fr/disparitions/article/2020/02/03/le-pianiste-americain-peter-serkin-est-mort_6028264_3382.html,True,https://www.lemonde.fr/disparitions/article/2020/02/03/le-pianiste-americain-peter-serkin-est-mort_6028264_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2020/02/03/le-pianiste-americain-peter-serkin-est-mort_6028264_3382.html'}, {'length': '14160', 'type': 'image/jpeg', 'href': 'https://img.lemde.fr/2020/02/03/210/0/2424/1212/644/322/60/0/5d6d304_nK_C58vtsc5ILSGw5vQyANfU.jpg', 'rel': 'enclosure'}]"
Mort de l’ intellectuel palestinien Albert Aghazarian,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort de l’ intellectuel palestinien Albert Aghazarian'}","Mon, 03 Feb 2020 08:51:01 +0100","time.struct_time(tm_year=2020, tm_mon=2, tm_mday=3, tm_hour=7, tm_min=51, tm_sec=1, tm_wday=0, tm_yday=34, tm_isdst=0)","Educateur, conteur, guide et interprète, cet historien à la personnalité flamboyante fut le co-porte-parole de la délégation palestinienne à la conférence de paix de Madrid, en 1991. Il est mort le 30 janvier, à l’âge de 69 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Educateur, conteur, guide et interprète, cet historien à la personnalité flamboyante fut le co-porte-parole de la délégation palestinienne à la conférence de paix de Madrid, en\xa01991. Il est mort le 30\xa0janvier, à l’âge de 69\xa0ans.'}",https://www.lemonde.fr/disparitions/article/2020/02/03/mort-de-l-intellectuel-palestinien-albert-aghazarian_6028200_3382.html,True,https://www.lemonde.fr/disparitions/article/2020/02/03/mort-de-l-intellectuel-palestinien-albert-aghazarian_6028200_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2020/02/03/mort-de-l-intellectuel-palestinien-albert-aghazarian_6028200_3382.html'}, {'length': '30509', 'type': 'image/jpeg', 'href': 'https://img.lemde.fr/2020/02/03/13/590/1450/725/644/322/60/0/60756ac_0ms9ehZ74nlU2WxcYm4763oY.jpg', 'rel': 'enclosure'}]"
Mort de Mary Higgins Clark : itinéraire d’une conteuse hors pair,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort de Mary Higgins Clark\xa0: itinéraire d’une conteuse hors pair'}","Sat, 01 Feb 2020 14:50:10 +0100","time.struct_time(tm_year=2020, tm_mon=2, tm_mday=1, tm_hour=13, tm_min=50, tm_sec=10, tm_wday=5, tm_yday=32, tm_isdst=0)","Disparue le 31 janvier à 92 ans, Mary Higgins Clark était une écrivaine prolifique à la griffe parfaitement reconnaissable.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Disparue le 31\xa0janvier à 92\xa0ans, Mary Higgins Clark était une écrivaine prolifique à la griffe parfaitement reconnaissable.'}",https://www.lemonde.fr/disparitions/article/2020/02/01/mort-de-mary-higgins-clark-itineraire-d-une-conteuse-hors-pair_6028090_3382.html,True,https://www.lemonde.fr/disparitions/article/2020/02/01/mort-de-mary-higgins-clark-itineraire-d-une-conteuse-hors-pair_6028090_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2020/02/01/mort-de-mary-higgins-clark-itineraire-d-une-conteuse-hors-pair_6028090_3382.html'}, {'length': '25818', 'type': 'image/jpeg', 'href': 'https://img.lemde.fr/2020/02/01/40/2/1997/998/644/322/60/0/3e0e069_6851ac36cf4a4ee8ab4d5242fd995f4a-6851ac36cf4a4ee8ab4d5242fd995f4a-0.jpg', 'rel': 'enclosure'}]"
"L’écrivaine Mary Higgins Clark, « reine du suspense », est morte à l’âge de 92 ans","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’écrivaine Mary Higgins Clark, «\xa0reine du suspense\xa0», est morte à l’âge de 92\xa0ans'}","Sat, 01 Feb 2020 04:45:05 +0100","time.struct_time(tm_year=2020, tm_mon=2, tm_mday=1, tm_hour=3, tm_min=45, tm_sec=5, tm_wday=5, tm_yday=32, tm_isdst=0)","La romancière américaine a été découverte en France avec « La Nuit du renard », pour lequel elle a remporté le Grand Prix de littérature policière en 1980.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'La romancière américaine a été découverte en France avec «\xa0La Nuit du renard\xa0», pour lequel elle a\xa0remporté le Grand Prix de littérature policière en\xa01980.'}",https://www.lemonde.fr/disparitions/article/2020/02/01/l-ecrivaine-mary-higgins-clark-reine-du-supense-est-morte-a-l-age-de-92-ans_6028039_3382.html,True,https://www.lemonde.fr/disparitions/article/2020/02/01/l-ecrivaine-mary-higgins-clark-reine-du-supense-est-morte-a-l-age-de-92-ans_6028039_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2020/02/01/l-ecrivaine-mary-higgins-clark-reine-du-supense-est-morte-a-l-age-de-92-ans_6028039_3382.html'}, {'length': '30826', 'type': 'image/jpeg', 'href': 'https://img.lemde.fr/2020/02/01/250/0/3000/1500/644/322/60/0/07943a7_N5uK0yBinIu_Nz6rPGv5LusP.jpg', 'rel': 'enclosure'}]"
Aux obsèques de Michou : « Tu as fait plus pour la tolérance que tous les discours »,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Aux obsèques de Michou\xa0: «\xa0Tu as fait plus pour la tolérance que tous les discours\xa0»'}","Fri, 31 Jan 2020 20:50:11 +0100","time.struct_time(tm_year=2020, tm_mon=1, tm_mday=31, tm_hour=19, tm_min=50, tm_sec=11, tm_wday=4, tm_yday=31, tm_isdst=0)","Un dernier hommage a été rendu vendredi au patron de cabaret parisien, en présence notamment de Brigitte Macron, Chantal Goya et Bertrand Delanoë.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Un dernier hommage a été rendu vendredi au patron de cabaret parisien, en présence notamment de Brigitte Macron, Chantal Goya et Bertrand Delanoë.'}",https://www.lemonde.fr/culture/article/2020/01/31/aux-obseques-de-michou-tu-as-fait-plus-pour-la-tolerance-que-tous-les-discours_6028013_3246.html,True,https://www.lemonde.fr/culture/article/2020/01/31/aux-obseques-de-michou-tu-as-fait-plus-pour-la-tolerance-que-tous-les-discours_6028013_3246.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/culture/article/2020/01/31/aux-obseques-de-michou-tu-as-fait-plus-pour-la-tolerance-que-tous-les-discours_6028013_3246.html'}, {'length': '39670', 'type': 'image/jpeg', 'href': 'https://img.lemde.fr/2020/01/31/464/0/5568/2784/644/322/60/0/329004d_5083148-01-06.jpg', 'rel': 'enclosure'}]"
"Roger Holeindre, un des fondateurs du Front national, est mort","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Roger Holeindre, un des fondateurs du Front national, est mort'}","Thu, 30 Jan 2020 15:52:43 +0100","time.struct_time(tm_year=2020, tm_mon=1, tm_mday=30, tm_hour=14, tm_min=52, tm_sec=43, tm_wday=3, tm_yday=30, tm_isdst=0)","Anticommuniste viscéral, partisan de l’Algérie française, il a été l’une des figures du parti créé par Jean-Marie Le Pen en 1972 et un acteur incontournable de l’extrême-droite après la guerre. Il est mort le 30 janvier, à l’âge de 90 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20200204234139/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Anticommuniste viscéral, partisan de l’Algérie française, il a été l’une des figures du parti créé par Jean-Marie Le Pen en 1972 et un acteur incontournable de l’extrême-droite après la guerre. Il est mort le 30 janvier, à l’âge de 90 ans.'}",https://www.lemonde.fr/disparitions/article/2020/01/30/roger-holeindre-un-des-fondateurs-du-front-national-est-mort_6027826_3382.html,True,https://www.lemonde.fr/disparitions/article/2020/01/30/roger-holeindre-un-des-fondateurs-du-front-national-est-mort_6027826_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2020/01/30/roger-holeindre-un-des-fondateurs-du-front-national-est-mort_6027826_3382.html'}, {'length': '13509', 'type': 'image/jpeg', 'href': 'https://img.lemde.fr/2020/01/30/375/0/1852/924/644/322/60/0/d4b7d33_F8LiB-9hmmCZzzGnf1DtWfDV.jpg', 'rel': 'enclosure'}]"
