title,title_detail,published,published_parsed,summary,summary_detail,id,guidislink,link,links,media_content,media_credit,credit,content
Rika Zaraï est morte à l’âge de 82 ans,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Rika Zaraï est morte à l’âge de 82\xa0ans'}","Wed, 23 Dec 2020 13:03:49 +0100","time.struct_time(tm_year=2020, tm_mon=12, tm_mday=23, tm_hour=12, tm_min=3, tm_sec=49, tm_wday=2, tm_yday=358, tm_isdst=0)","L’ambassade d’Israël à Paris a annoncé mercredi la mort de la chanteuse israélienne, très populaire en France des années 1960 aux années 1980.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’ambassade d’Israël à Paris a annoncé mercredi la mort de la chanteuse israélienne, très populaire en France des années 1960 aux années 1980.'}",https://www.lemonde.fr/disparitions/article/2020/12/23/la-chanteuse-israelienne-rika-zarai-est-morte-a-l-age-de-82-ans_6064332_3382.html,True,https://www.lemonde.fr/disparitions/article/2020/12/23/la-chanteuse-israelienne-rika-zarai-est-morte-a-l-age-de-82-ans_6064332_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2020/12/23/la-chanteuse-israelienne-rika-zarai-est-morte-a-l-age-de-82-ans_6064332_3382.html'}]","[{'url': 'https://img.lemde.fr/2020/12/23/74/0/2772/1384/644/322/60/0/bfa6467_178558502-000-arp2087572.jpg', 'width': '644', 'height': '322'}]","[{'scheme': 'urn:ebu', 'content': 'AFP'}]",AFP,
"« Un géant », « un de nos grands et solides comédiens »… Le monde de la culture pleure la mort de Claude Brasseur","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': '«\xa0Un géant\xa0», «\xa0un de nos grands et\xa0solides comédiens\xa0»… Le monde de\xa0la\xa0culture pleure la\xa0mort de\xa0Claude Brasseur'}","Tue, 22 Dec 2020 22:30:51 +0100","time.struct_time(tm_year=2020, tm_mon=12, tm_mday=22, tm_hour=21, tm_min=30, tm_sec=51, tm_wday=1, tm_yday=357, tm_isdst=0)","Le monde de la culture a rendu hommage à l’acteur octogénaire, qui a su marquer plusieurs générations de spectateurs, au théâtre et au cinéma.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le monde de la culture a rendu hommage à l’acteur octogénaire, qui a su marquer plusieurs générations de spectateurs, au théâtre et au cinéma.'}",https://www.lemonde.fr/culture/article/2020/12/22/un-geant-un-de-nos-grands-et-solides-comediens-le-monde-de-la-culture-pleure-la-mort-de-claude-brasseur_6064266_3246.html,True,https://www.lemonde.fr/culture/article/2020/12/22/un-geant-un-de-nos-grands-et-solides-comediens-le-monde-de-la-culture-pleure-la-mort-de-claude-brasseur_6064266_3246.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/culture/article/2020/12/22/un-geant-un-de-nos-grands-et-solides-comediens-le-monde-de-la-culture-pleure-la-mort-de-claude-brasseur_6064266_3246.html'}]","[{'url': 'https://img.lemde.fr/2020/12/22/0/0/5616/2804/644/322/60/0/b386dce_5917448-01-06.jpg', 'width': '644', 'height': '322'}]","[{'scheme': 'urn:ebu', 'content': 'YOHAN BONNET / AFP'}]",YOHAN BONNET / AFP,"[{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Claude Brasseur, en août 2015 à Angoulême.'}]"
Claude Brasseur en cinq rôles au cinéma,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Claude Brasseur\xa0en cinq rôles au cinéma'}","Tue, 22 Dec 2020 19:18:24 +0100","time.struct_time(tm_year=2020, tm_mon=12, tm_mday=22, tm_hour=18, tm_min=18, tm_sec=24, tm_wday=1, tm_yday=357, tm_isdst=0)","L’acteur, qui a marqué six décennies de cinéma et de théâtre français, est mort ce mardi à l’âge de 84 ans. D’« Un éléphant ça trompe énormément » à « Camping », retour en images sur cinq de ses rôles majeurs.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’acteur, qui a marqué six décennies de cinéma et de théâtre français, est mort ce mardi à l’âge de 84\xa0ans. D’«\xa0Un éléphant ça trompe énormément\xa0» à «\xa0Camping\xa0», retour en images sur cinq de ses rôles majeurs.'}",https://www.lemonde.fr/disparitions/video/2020/12/22/claude-brasseur-en-cinq-roles-au-cinema_6064258_3382.html,True,https://www.lemonde.fr/disparitions/video/2020/12/22/claude-brasseur-en-cinq-roles-au-cinema_6064258_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/video/2020/12/22/claude-brasseur-en-cinq-roles-au-cinema_6064258_3382.html'}]","[{'url': 'https://img.lemde.fr/2020/12/22/42/0/1920/960/644/322/60/0/0901219_620066678-vignette-brasseur.png', 'width': '644', 'height': '322'}]","[{'scheme': 'urn:ebu', 'content': 'Le Monde'}]",Le Monde,"[{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Claude Brasseur est mort le 22\xa0décembre à l’âge de 84\xa0ans. D’«\xa0Un éléphant ça trompe énormément\xa0» à «\xa0Camping\xa0», retour en images sur cinq rôles majeurs de cet acteur.'}]"
"Amélie Grand, figure de la danse contemporaine, est morte","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Amélie Grand, figure de la danse contemporaine, est morte'}","Tue, 22 Dec 2020 17:41:56 +0100","time.struct_time(tm_year=2020, tm_mon=12, tm_mday=22, tm_hour=16, tm_min=41, tm_sec=56, tm_wday=1, tm_yday=357, tm_isdst=0)","Créatrice puis directrice pendant plus de trente ans des Hivernales d’Avignon, elle a su allier la danse au théâtre et à la chanson, articulant la programmation avec des cours et des ateliers. Elle est morte le 17 décembre, à l’âge de 84 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Créatrice puis directrice pendant plus de trente ans des Hivernales d’Avignon, elle a su allier la danse au théâtre et à la chanson, articulant la programmation avec des cours et des ateliers. Elle est morte le 17\xa0décembre, à l’âge de 84\xa0ans.'}",https://www.lemonde.fr/culture/article/2020/12/22/amelie-grand-figure-de-la-danse-contemporaine-est-morte_6064248_3246.html,True,https://www.lemonde.fr/culture/article/2020/12/22/amelie-grand-figure-de-la-danse-contemporaine-est-morte_6064248_3246.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/culture/article/2020/12/22/amelie-grand-figure-de-la-danse-contemporaine-est-morte_6064248_3246.html'}]","[{'url': 'https://img.lemde.fr/2020/12/22/2151/0/4446/2218/644/322/60/0/30c681d_946803945-maman-photo-guy-delahaye.jpeg', 'width': '644', 'height': '322'}]","[{'scheme': 'urn:ebu', 'content': 'GUY DELAHAYE'}]",GUY DELAHAYE,"[{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Amélie Grand'}]"
Claude Brasseur est mort,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Claude Brasseur est mort'}","Tue, 22 Dec 2020 14:57:00 +0100","time.struct_time(tm_year=2020, tm_mon=12, tm_mday=22, tm_hour=13, tm_min=57, tm_sec=0, tm_wday=1, tm_yday=357, tm_isdst=0)","Issu d’une dynastie d’acteurs, le comédien a joué dans une centaine de films, dont les comédies populaires « Camping » et « La Boum », ainsi que dans de nombreuses pièces de théâtre. L’acteur, qui a reçu deux Césars, est mort ce mardi à l’âge de 84 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Issu d’une dynastie d’acteurs, le comédien a joué dans une centaine de\xa0films, dont les comédies populaires «\xa0Camping\xa0» et «\xa0La Boum\xa0», ainsi que dans de nombreuses pièces de théâtre. L’acteur, qui a reçu deux Césars, est mort ce mardi à l’âge de 84\xa0ans.'}",https://www.lemonde.fr/disparitions/article/2020/12/22/l-acteur-claude-brasseur-est-mort_6064228_3382.html,True,https://www.lemonde.fr/disparitions/article/2020/12/22/l-acteur-claude-brasseur-est-mort_6064228_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2020/12/22/l-acteur-claude-brasseur-est-mort_6064228_3382.html'}]","[{'url': 'https://img.lemde.fr/2019/10/11/640/0/2999/1491/644/322/60/0/b185676_J6GvoPgsKCbZpcuoU6C5JCMD.jpg', 'width': '644', 'height': '322'}]","[{'scheme': 'urn:ebu', 'content': 'GEORGES GALMICHE / INA / AFP'}]",GEORGES GALMICHE / INA / AFP,"[{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Claude Brasseur dans le téléfilm «\xa0Les Eaux mêlées\xa0», en 1969.'}]"
"La mort du pasteur Jean Costil, défenseur inlassable du droit des étrangers","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'La mort du pasteur Jean Costil, défenseur inlassable du droit des étrangers'}","Tue, 22 Dec 2020 11:54:51 +0100","time.struct_time(tm_year=2020, tm_mon=12, tm_mday=22, tm_hour=10, tm_min=54, tm_sec=51, tm_wday=1, tm_yday=357, tm_isdst=0)","Engagé dans de multiples combats, il avait conduit en 1983 la Marche pour l’égalité et contre le racisme, avec le prêtre Christian Delorme. Humaniste lucide et déterminé, il est mort le 16 décembre, à l’âge de 78 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Engagé dans de multiples combats, il avait conduit en 1983 la Marche pour l’égalité et contre le racisme, avec le prêtre Christian Delorme. Humaniste lucide et déterminé, il est mort le 16 décembre, à l’âge de 78 ans.'}",https://www.lemonde.fr/disparitions/article/2020/12/22/la-mort-du-pasteur-jean-costil-defenseur-inlassable-du-droit-des-etrangers_6064211_3382.html,True,https://www.lemonde.fr/disparitions/article/2020/12/22/la-mort-du-pasteur-jean-costil-defenseur-inlassable-du-droit-des-etrangers_6064211_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2020/12/22/la-mort-du-pasteur-jean-costil-defenseur-inlassable-du-droit-des-etrangers_6064211_3382.html'}]","[{'url': 'https://img.lemde.fr/2020/12/22/0/0/722/361/644/322/60/0/6a5e161_485964717-jean-costil.jpg', 'width': '644', 'height': '322'}]","[{'scheme': 'urn:ebu', 'content': 'LA CIMADE'}]",LA CIMADE,"[{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Capture vidéo montrant Jean Costil, lors du colloque «\xa080\xa0ans de la Cimade\xa0», à Lyon, en janvier\xa02020.'}]"
"Burundi : Pierre Buyoya, entre coups d’Etat et compromis","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Burundi\xa0: Pierre Buyoya, entre coups d’Etat et compromis'}","Mon, 21 Dec 2020 17:00:05 +0100","time.struct_time(tm_year=2020, tm_mon=12, tm_mday=21, tm_hour=16, tm_min=0, tm_sec=5, tm_wday=0, tm_yday=356, tm_isdst=0)","Mort le 17 décembre, l’ancien président, artisan des accords de paix d’Arusha, laisse derrière lui un pays de nouveau fragilisé par les démons de la haine ethnique.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort le 17\xa0décembre, l’ancien président, artisan des accords de paix d’Arusha, laisse derrière lui un pays de nouveau fragilisé par les démons de la haine ethnique.'}",https://www.lemonde.fr/afrique/article/2020/12/21/burundi-pierre-buyoya-entre-coups-d-etat-et-compromis_6064128_3212.html,True,https://www.lemonde.fr/afrique/article/2020/12/21/burundi-pierre-buyoya-entre-coups-d-etat-et-compromis_6064128_3212.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/afrique/article/2020/12/21/burundi-pierre-buyoya-entre-coups-d-etat-et-compromis_6064128_3212.html'}]","[{'url': 'https://img.lemde.fr/2020/12/21/356/0/2048/1022/644/322/60/0/6a37663_653567774-rtx8gv4u.JPG', 'width': '644', 'height': '322'}]","[{'scheme': 'urn:ebu', 'content': 'Thierry Roge / REUTERS'}]",Thierry Roge / REUTERS,"[{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’ancien président burundais Pierre Buyoya lors d’une conférence de presse à Bruxelles, en décembre 2001.'}]"
"La danseuse Ann Reinking, figure de Broadway, est morte","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'La danseuse Ann Reinking, figure de Broadway, est morte'}","Mon, 21 Dec 2020 11:53:47 +0100","time.struct_time(tm_year=2020, tm_mon=12, tm_mday=21, tm_hour=10, tm_min=53, tm_sec=47, tm_wday=0, tm_yday=356, tm_isdst=0)","Star de la comédie musicale américaine, elle fut la muse du chorégraphe Bob Fosse, dansant dans ses plus importantes productions (« Chicago », « Dancin’ », « All That Jazz »…). Celle qui était surnommée « le diamant noir » est morte le 12 décembre à l’âge de 71 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Star de la comédie musicale américaine, elle fut la muse du chorégraphe Bob Fosse, dansant dans ses plus importantes productions («\xa0Chicago\xa0», «\xa0Dancin’\xa0», «\xa0All That Jazz\xa0»…). Celle qui était surnommée «\xa0le diamant noir\xa0» est morte le 12\xa0décembre à l’âge de 71\xa0ans.'}",https://www.lemonde.fr/disparitions/article/2020/12/21/la-danseuse-ann-reinking-figure-de-broadway-est-morte_6064106_3382.html,True,https://www.lemonde.fr/disparitions/article/2020/12/21/la-danseuse-ann-reinking-figure-de-broadway-est-morte_6064106_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2020/12/21/la-danseuse-ann-reinking-figure-de-broadway-est-morte_6064106_3382.html'}]","[{'url': 'https://img.lemde.fr/2020/12/21/795/0/2319/1155/644/322/60/0/7421a48_139965675-063-gyi0057130763.jpg', 'width': '644', 'height': '322'}]","[{'scheme': 'urn:ebu', 'content': 'FREDERIC J. BROWN/AFP'}]",FREDERIC J. BROWN/AFP,"[{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Ann Reinking, en avril 2009, à Los Angeles.'}]"
"Alain Lancelot, ancien directeur de Sciences Po, est mort","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Alain Lancelot, ancien directeur de Sciences Po, est mort'}","Fri, 18 Dec 2020 16:40:49 +0100","time.struct_time(tm_year=2020, tm_mon=12, tm_mday=18, tm_hour=15, tm_min=40, tm_sec=49, tm_wday=4, tm_yday=353, tm_isdst=0)","Grand spécialiste de la sociologie électorale, il a dirigé l’Institut d’études politiques de Paris pendant près de dix ans avant de rejoindre le Conseil constitutionnel. Il est mort le 14 décembre, à l’âge de 83 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Grand spécialiste de la sociologie électorale, il a dirigé l’Institut d’études politiques de Paris pendant près de dix ans avant de rejoindre le Conseil constitutionnel. Il est mort le 14\xa0décembre, à l’âge de 83\xa0ans.'}",https://www.lemonde.fr/disparitions/article/2020/12/18/alain-lancelot-ancien-directeur-de-sciences-po-est-mort_6063876_3382.html,True,https://www.lemonde.fr/disparitions/article/2020/12/18/alain-lancelot-ancien-directeur-de-sciences-po-est-mort_6063876_3382.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/disparitions/article/2020/12/18/alain-lancelot-ancien-directeur-de-sciences-po-est-mort_6063876_3382.html'}]","[{'url': 'https://img.lemde.fr/2020/12/18/22/0/852/425/644/322/60/0/1fc4ee3_743806812-alainlancelot-news-sciencespo.JPEG', 'width': '644', 'height': '322'}]","[{'scheme': 'urn:ebu', 'content': 'Manuel Braun / Sciences Po'}]",Manuel Braun / Sciences Po,"[{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Alain Lancelot, ancien directeur de Science Po et membre du Conseil constitutionnel, le 7 décembre 2011.'}]"
"Noël Goutard, ancien patron de Valeo, est mort","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Noël Goutard, ancien patron de Valeo, est mort'}","Fri, 18 Dec 2020 14:49:54 +0100","time.struct_time(tm_year=2020, tm_mon=12, tm_mday=18, tm_hour=13, tm_min=49, tm_sec=54, tm_wday=4, tm_yday=353, tm_isdst=0)","Manager hors normes et anticonformiste, il avait contribué à transformer l’équipementier automobile pour en faire une des premières entreprises mondiales du secteur. Il est mort le 18 décembre, à l’âge de 88 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Manager hors normes et anticonformiste, il avait contribué à transformer l’équipementier automobile pour en faire une des premières entreprises mondiales du secteur. Il est mort le 18\xa0décembre, à l’âge de 88\xa0ans.'}",https://www.lemonde.fr/economie/article/2020/12/18/noel-goutard-ancien-patron-de-valeo-est-mort_6063867_3234.html,True,https://www.lemonde.fr/economie/article/2020/12/18/noel-goutard-ancien-patron-de-valeo-est-mort_6063867_3234.html,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.lemonde.fr/economie/article/2020/12/18/noel-goutard-ancien-patron-de-valeo-est-mort_6063867_3234.html'}]","[{'url': 'https://img.lemde.fr/2020/12/21/191/0/2048/1023/644/322/60/0/5eae1c0_705041089-maxnewsworld512946.jpg', 'width': '644', 'height': '322'}]","[{'scheme': 'urn:ebu', 'content': 'MAXPPP'}]",MAXPPP,"[{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20201223225921/https://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Noël Goutard à Paris, en novembre 1998.'}]"
