links,link,title,title_detail,summary,summary_detail,published,published_parsed,id,guidislink
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/disparitions/article/2016/12/08/john-glenn-premier-americain-a-effectuer-un-vol-en-orbite-autour-de-la-terre-est-mort_5045987_3382.html'}, {'type': 'image/jpeg', 'length': '31273', 'href': 'http://s1.lemde.fr/image/2016/12/08/644x322/5045986_3_2c27_john-glenn-alors-age-de-77-ans-avant-son-s_f495fd37d854fa0e92d9d195bde830bb.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/disparitions/article/2016/12/08/john-glenn-premier-americain-a-effectuer-un-vol-en-orbite-autour-de-la-terre-est-mort_5045987_3382.html,"John Glenn, premier Américain à effectuer un vol en orbite autour de la Terre, est mort","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'John Glenn, premier Américain à effectuer un vol en orbite autour de la Terre, est mort'}","A bord de la capsule spatiale « Friendship 7 », il avait succédé en 1962 au Soviétique Youri Gagarine, qui avait réussi l’exploit l’année précédente.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'A bord de la capsule spatiale «\xa0Friendship 7\xa0», il avait succédé en\xa01962 au Soviétique Youri Gagarine, qui avait réussi l’exploit l’année précédente.'}","Thu, 08 Dec 2016 21:50:25 +0100","time.struct_time(tm_year=2016, tm_mon=12, tm_mday=8, tm_hour=20, tm_min=50, tm_sec=25, tm_wday=3, tm_yday=343, tm_isdst=0)",http://www.lemonde.fr/tiny/5045987/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/disparitions/article/2016/12/07/la-mort-de-regine-skorka-jacubert_5045080_3382.html'}, {'type': 'image/jpeg', 'length': '54195', 'href': 'http://s2.lemde.fr/image/2016/12/07/644x322/5045078_3_911a_regine-skorka-jacubert-en-juin-2009_a9cb62ea08018e18abf289ed0112be1c.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/disparitions/article/2016/12/07/la-mort-de-regine-skorka-jacubert_5045080_3382.html,"Mort de Régine Skorka-Jacubert, résistante et témoin au procès de Klaus Barbie","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort de Régine Skorka-Jacubert, résistante et témoin au procès de Klaus Barbie'}","La résistante, qui avait témoigné au procès de Klaus Barbie, est morte le 1er décembre, à l’âge de 96 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'La résistante, qui avait témoigné au procès de Klaus Barbie, est morte le 1er\xa0décembre, à l’âge de 96 ans.'}","Wed, 07 Dec 2016 16:34:42 +0100","time.struct_time(tm_year=2016, tm_mon=12, tm_mday=7, tm_hour=15, tm_min=34, tm_sec=42, tm_wday=2, tm_yday=342, tm_isdst=0)",http://www.lemonde.fr/tiny/5045080/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/disparitions/article/2016/12/07/mort-jayalalithaa-icone-de-la-politique-indienne_5044972_3382.html'}, {'type': 'image/jpeg', 'length': '18253', 'href': 'http://s1.lemde.fr/image/2016/12/07/644x322/5044971_3_97e6_jayalalithaa-le-23-mai-a-madras-tamil-nadu_95f1134b63e19afa03e58b86c7a7117b.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/disparitions/article/2016/12/07/mort-jayalalithaa-icone-de-la-politique-indienne_5044972_3382.html,"Mort de Jayalalithaa, icône de la politique indienne","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort de Jayalalithaa, icône de la politique indienne'}","Ancienne actrice, la ministre en chef du Tamil Nadu, Etat du sud de l’Inde, a été adulée toute sa vie","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Ancienne actrice, la ministre en chef du Tamil Nadu, Etat du sud de l’Inde, a été adulée toute sa vie'}","Wed, 07 Dec 2016 14:56:23 +0100","time.struct_time(tm_year=2016, tm_mon=12, tm_mday=7, tm_hour=13, tm_min=56, tm_sec=23, tm_wday=2, tm_yday=342, tm_isdst=0)",http://www.lemonde.fr/tiny/5044972/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/disparitions/article/2016/12/06/l-acteur-peter-vaughan-est-mort_5044367_3382.html'}, {'type': 'image/jpeg', 'length': '37894', 'href': 'http://s2.lemde.fr/image/2016/12/06/644x322/5044366_3_61e3_peter-vaughan-en-2011-dans-game-of-t_21665df4b693a145d23eebf4503a1e87.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/disparitions/article/2016/12/06/l-acteur-peter-vaughan-est-mort_5044367_3382.html,L’acteur Peter Vaughan est mort,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’acteur Peter Vaughan est mort'}","Le comédien britannique avait joué dans « Chapeau melon et bottes de cuir », « Amicalement vôtre » et, plus récemment, « Game of thrones ». Il avait 93 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le comédien britannique avait joué dans «\xa0Chapeau melon et bottes de cuir\xa0», «\xa0Amicalement vôtre\xa0» et, plus récemment, «\xa0Game of thrones\xa0». Il avait 93 ans.'}","Tue, 06 Dec 2016 16:01:54 +0100","time.struct_time(tm_year=2016, tm_mon=12, tm_mday=6, tm_hour=15, tm_min=1, tm_sec=54, tm_wday=1, tm_yday=341, tm_isdst=0)",http://www.lemonde.fr/tiny/5044367/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/international/video/2016/12/05/cuba-fin-des-funerailles-de-fidel-castro-a-santiago-de-cuba_5043317_3210.html'}, {'type': 'image/jpeg', 'length': '37538', 'href': 'http://s1.lemde.fr/image/2016/12/05/644x322/5043316_3_9091_a-fidel-castro-picture-lays-on-the-streets-of_d2de0c1e90b58e8329169e89c6d74320.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/international/video/2016/12/05/cuba-fin-des-funerailles-de-fidel-castro-a-santiago-de-cuba_5043317_3210.html,Cuba : fin des funérailles de Fidel Castro à Santiago de Cuba,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Cuba : fin des funérailles de Fidel Castro à Santiago de Cuba'}","Les funérailles de Fidel Castro se sont déroulées sobrement dimanche à Santiago de Cuba, berceau de la révolution castriste dans l’est du pays, lors d’une cérémonie venant clore neuf jours de deuil.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Les funérailles de Fidel Castro se sont déroulées sobrement dimanche à Santiago de Cuba, berceau de la révolution castriste dans l’est du pays, lors d’une cérémonie venant clore neuf jours de deuil.'}","Mon, 05 Dec 2016 09:35:05 +0100","time.struct_time(tm_year=2016, tm_mon=12, tm_mday=5, tm_hour=8, tm_min=35, tm_sec=5, tm_wday=0, tm_yday=340, tm_isdst=0)",http://www.lemonde.fr/tiny/5043317/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/disparitions/article/2016/12/05/gotlib-le-roi-de-la-deconnade-laisse-orphelins-lecteurs-et-personnages_5043234_3382.html'}, {'type': 'image/jpeg', 'length': '35020', 'href': 'http://s2.lemde.fr/image/2016/12/05/644x322/5043282_3_b6b4_2005_5800ec630fe431f0bde821f45eee734f.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/disparitions/article/2016/12/05/gotlib-le-roi-de-la-deconnade-laisse-orphelins-lecteurs-et-personnages_5043234_3382.html,"Gotlib, le « roi de la déconnade », laisse orphelins ses lecteurs et ses personnages","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Gotlib, le «\xa0roi de la déconnade\xa0», laisse orphelins ses lecteurs et ses personnages'}","Adepte de l’absurde et de l’humour noir, il a créé des personnages très singuliers, de Gai-Luron au professeur Burp, en passant par Superdupont","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Adepte de l’absurde et de l’humour noir, il a créé des personnages très singuliers, de Gai-Luron au professeur Burp, en passant par Superdupont'}","Mon, 05 Dec 2016 06:05:22 +0100","time.struct_time(tm_year=2016, tm_mon=12, tm_mday=5, tm_hour=5, tm_min=5, tm_sec=22, tm_wday=0, tm_yday=340, tm_isdst=0)",http://www.lemonde.fr/tiny/5043234/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://bandedessinee.blog.lemonde.fr/2014/03/12/marcel-gotlib-hymne-a-la-sainte-deconnade/'}, {'type': 'image/jpeg', 'length': '49341', 'href': 'http://s1.lemde.fr/image/2016/12/04/644x322/5043159_3_c46f_2016-12-04-3b4dcd7-12049-p05b2h-y409evcxr_c1a35d6321245cd43b16d3d56ad66890.jpg', 'rel': 'enclosure'}]",http://bandedessinee.blog.lemonde.fr/2014/03/12/marcel-gotlib-hymne-a-la-sainte-deconnade/,"Marcel Gotlib, hymne à la sainte Déconnade","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Marcel Gotlib, hymne à la sainte Déconnade'}","L’auteur de bande dessinée, mort dimanche, s’était confié aux Petits Miquets, à l’occasion de l’exposition qui lui était consacrée au Musée d’art et d’histoire du judaïsme, à Paris en 2014.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’auteur de bande dessinée, mort dimanche, s’était confié aux Petits Miquets, à l’occasion de l’exposition qui lui était consacrée au Musée d’art et d’histoire du judaïsme, à Paris en 2014.'}","Sun, 04 Dec 2016 17:53:53 +0100","time.struct_time(tm_year=2016, tm_mon=12, tm_mday=4, tm_hour=16, tm_min=53, tm_sec=53, tm_wday=6, tm_yday=339, tm_isdst=0)",http://www.lemonde.fr/tiny/5043160/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/disparitions/article/2016/12/04/gotlib-l-auteur-de-bd-est-mort_5043125_3382.html'}, {'type': 'image/jpeg', 'length': '53589', 'href': 'http://s2.lemde.fr/image/2016/12/04/644x322/5043129_3_ea51_marcel-gottlieb-le-4-mai-2005_36bb037a683ef0769cd2d7e99a76ef07.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/disparitions/article/2016/12/04/gotlib-l-auteur-de-bd-est-mort_5043125_3382.html,L’auteur de bande dessinée Gotlib est mort,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’auteur de bande dessinée Gotlib est mort'}","Adepte de l’absurde et de l’humour noir, il a créé des personnages très singuliers, de Gai-Luron au professeur Burp, en passant par Superdupont…","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Adepte de l’absurde et de l’humour noir, il a créé des personnages très singuliers, de Gai-Luron au professeur Burp, en passant par Superdupont…'}","Sun, 04 Dec 2016 16:21:58 +0100","time.struct_time(tm_year=2016, tm_mon=12, tm_mday=4, tm_hour=15, tm_min=21, tm_sec=58, tm_wday=6, tm_yday=339, tm_isdst=0)",http://www.lemonde.fr/tiny/5043125/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/disparitions/article/2016/12/03/remy-pflimlin-ancien-president-de-france-televisions-est-mort_5042944_3382.html'}, {'type': 'image/jpeg', 'length': '30017', 'href': 'http://s1.lemde.fr/image/2016/12/03/644x322/5042943_3_8b36_remy-pflimlin-le-26-aout-2014_6607783426578041738c9f6238ed7989.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/disparitions/article/2016/12/03/remy-pflimlin-ancien-president-de-france-televisions-est-mort_5042944_3382.html,"Rémy Pflimlin, ancien président de France Télévisions, est mort","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Rémy Pflimlin, ancien président de France Télévisions, est mort'}","Ayant fait toute sa carrière dans les médias, il avait pris la tête de la télévision publique de 2010 à 2015, après sa nomination par Nicolas Sarkozy.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Ayant fait toute sa carrière dans les médias, il avait pris la tête de la télévision publique de 2010 à 2015, après sa nomination par Nicolas Sarkozy.'}","Sat, 03 Dec 2016 18:15:41 +0100","time.struct_time(tm_year=2016, tm_mon=12, tm_mday=3, tm_hour=17, tm_min=15, tm_sec=41, tm_wday=5, tm_yday=338, tm_isdst=0)",http://www.lemonde.fr/tiny/5042944/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/musiques/article/2016/12/02/le-chanteur-algerien-amar-ezzahi-est-mort_5042435_1654986.html'}, {'type': 'image/jpeg', 'length': '32296', 'href': 'http://s2.lemde.fr/image/2016/12/02/644x322/5042434_3_2d81_le-chanteur-de-chaabi-amar-ezzahi_fa28f23dbe96b461caa52adb61cd6fcb.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/musiques/article/2016/12/02/le-chanteur-algerien-amar-ezzahi-est-mort_5042435_1654986.html,Le chanteur algérien Amar Ezzahi est mort,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le chanteur algérien Amar Ezzahi est mort'}","Figure cardinale du chaâbi, la musique populaire algéroise, l’artiste s’est éteint mercredi 30 novembre, à l’âge de 75 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161209000357/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Figure cardinale du chaâbi, la musique populaire algéroise, l’artiste s’est éteint mercredi 30\xa0novembre, à l’âge de 75 ans.'}","Fri, 02 Dec 2016 16:12:31 +0100","time.struct_time(tm_year=2016, tm_mon=12, tm_mday=2, tm_hour=15, tm_min=12, tm_sec=31, tm_wday=4, tm_yday=337, tm_isdst=0)",http://www.lemonde.fr/tiny/5042435/,False
