links,link,title,title_detail,summary,summary_detail,published,published_parsed,id,guidislink
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/rugby/article/2016/03/16/avec-la-mort-de-serge-kampf-le-rugby-perd-son-mecene_4883873_1616937.html'}, {'type': 'image/jpeg', 'length': '36869', 'href': 'http://s1.lemde.fr/image/2016/03/16/644x322/4883871_3_cea0_serge-kampf-le-26-juin-2004_da7601fa4e427d00aa47736895f109db.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/rugby/article/2016/03/16/avec-la-mort-de-serge-kampf-le-rugby-perd-son-mecene_4883873_1616937.html,"Avec la mort de Serge Kampf, le rugby perd son mécène","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Avec la mort de Serge Kampf, le rugby perd son mécène'}","Serge Kampf, fondateur du groupe français de services informatiques Capgemini et grand mécène du rugby français, est mort à Grenoble à l’âge de 81 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Serge Kampf, fondateur du groupe français de services informatiques Capgemini et grand mécène du rugby français, est mort à Grenoble à l’âge de 81 ans.'}","Wed, 16 Mar 2016 11:58:00 +0100","time.struct_time(tm_year=2016, tm_mon=3, tm_mday=16, tm_hour=10, tm_min=58, tm_sec=0, tm_wday=2, tm_yday=76, tm_isdst=0)",http://www.lemonde.fr/tiny/4883873/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/disparitions/article/2016/03/15/mort-de-serge-kampf-fondateur-de-capgemini-et-mecene-du-rugby-francais_4883499_3382.html'}, {'type': 'image/jpeg', 'length': '25184', 'href': 'http://s2.lemde.fr/image/2016/03/15/644x322/4883498_3_98d5_serge-kampf-en-2004-a-saint-denis_6d5eb2b65b908055c71e5e260a261d93.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/disparitions/article/2016/03/15/mort-de-serge-kampf-fondateur-de-capgemini-et-mecene-du-rugby-francais_4883499_3382.html,"Mort de Serge Kampf, fondateur de Capgemini et mécène du rugby français","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort de Serge Kampf, fondateur de Capgemini et mécène du rugby français'}",Le fondateur du groupe français de services informatiques est mort à l’âge de 81 ans.,"{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le fondateur du groupe français de services informatiques est mort à l’âge de 81 ans.'}","Tue, 15 Mar 2016 20:36:51 +0100","time.struct_time(tm_year=2016, tm_mon=3, tm_mday=15, tm_hour=19, tm_min=36, tm_sec=51, tm_wday=1, tm_yday=75, tm_isdst=0)",http://www.lemonde.fr/tiny/4883499/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/musiques/article/2016/03/15/mort-de-sir-peter-maxwell-davies-maitre-de-musique-d-elisabeth-ii_4883477_1654986.html'}, {'type': 'image/jpeg', 'length': '34045', 'href': 'http://s1.lemde.fr/image/2016/03/15/644x322/4883476_3_4a31_le-compositeur-peter-maxwell-davies-a-londres_823d4d9b19d2cf3430da9a08a2a2fee9.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/musiques/article/2016/03/15/mort-de-sir-peter-maxwell-davies-maitre-de-musique-d-elisabeth-ii_4883477_1654986.html,"Mort de « Sir » Peter Maxwell Davies, « maître de musique » d’Elisabeth II","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort de «\xa0Sir\xa0» Peter Maxwell Davies, «\xa0maître de musique\xa0» d’Elisabeth II'}","Installé en Ecosse, le compositeur a conseillé la Reine de 2004 à 2014.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Installé en Ecosse, le compositeur a conseillé la Reine de 2004 à 2014.'}","Tue, 15 Mar 2016 18:35:12 +0100","time.struct_time(tm_year=2016, tm_mon=3, tm_mday=15, tm_hour=17, tm_min=35, tm_sec=12, tm_wday=1, tm_yday=75, tm_isdst=0)",http://www.lemonde.fr/tiny/4883477/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/cinema/article/2016/03/15/jean-marie-rodon-cofondateur-des-cinemas-action-est-mort_4883439_3476.html'}, {'type': 'image/jpeg', 'length': '41984', 'href': 'http://s2.lemde.fr/image/2016/03/15/644x322/4883438_3_8469_la-facade-de-l-une-des-salles-du-circuit-de_b150107971dbb8818460e48d00f6ea82.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/cinema/article/2016/03/15/jean-marie-rodon-cofondateur-des-cinemas-action-est-mort_4883439_3476.html,"Jean-Marie Rodon, cofondateur des cinémas Action, est mort","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Jean-Marie Rodon, cofondateur des cinémas Action, est mort'}","Avec son ami et associé Jean-Max Causse, le cinéphile a transmis sa passion grâce à son réseau de salles d’art et essai.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Avec son ami et associé Jean-Max Causse, le cinéphile a transmis sa passion grâce à son réseau de salles d’art et essai.'}","Tue, 15 Mar 2016 18:01:49 +0100","time.struct_time(tm_year=2016, tm_mon=3, tm_mday=15, tm_hour=17, tm_min=1, tm_sec=49, tm_wday=1, tm_yday=75, tm_isdst=0)",http://www.lemonde.fr/tiny/4883439/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/musiques/article/2016/03/12/le-musicien-keith-emerson-pionnier-du-synthetiseur-est-mort_4881612_1654986.html'}, {'type': 'image/jpeg', 'length': '42823', 'href': 'http://s1.lemde.fr/image/2016/03/12/644x322/4881610_3_32f0_keith-emerson-en-1975-lors-d-un-concert-de_206712b6e3759e8b3fa0668f70fe1009.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/musiques/article/2016/03/12/le-musicien-keith-emerson-pionnier-du-synthetiseur-est-mort_4881612_1654986.html,Keith Emerson a refermé ses claviers,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Keith Emerson a refermé ses claviers'}","Célèbre pour son trio de rock progressif avec Greg Lake et Carl Palmer, le musicien britannique est mort à 71 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Célèbre pour son trio de rock progressif avec Greg Lake et Carl Palmer, le musicien britannique est mort à 71 ans.'}","Sat, 12 Mar 2016 08:07:00 +0100","time.struct_time(tm_year=2016, tm_mon=3, tm_mday=12, tm_hour=7, tm_min=7, tm_sec=0, tm_wday=5, tm_yday=72, tm_isdst=0)",http://www.lemonde.fr/tiny/4881612/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/culture/article/2016/03/11/l-auteure-de-livres-pour-la-jeunesse-claire-franek-est-morte_4881510_3246.html'}, {'type': 'image/jpeg', 'length': '20117', 'href': 'http://s2.lemde.fr/image/2016/03/11/644x322/4881509_3_b7dc_la-couverture-du-livre-tous-a-poil-de-claire_64b5771a89295cac968a2ff855bcbc7a.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/culture/article/2016/03/11/l-auteure-de-livres-pour-la-jeunesse-claire-franek-est-morte_4881510_3246.html,L’auteure de livres pour la jeunesse Claire Franek est morte,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’auteure de livres pour la jeunesse Claire Franek est morte'}","Un de ses ouvrages, « Tous à poil », avait été au centre d’une polémique lancée par Jean-François Copé en 2014.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Un de ses ouvrages, «\xa0Tous à poil\xa0», avait été au centre d’une polémique lancée par Jean-François Copé en\xa02014.'}","Fri, 11 Mar 2016 20:54:52 +0100","time.struct_time(tm_year=2016, tm_mon=3, tm_mday=11, tm_hour=19, tm_min=54, tm_sec=52, tm_wday=4, tm_yday=71, tm_isdst=0)",http://www.lemonde.fr/tiny/4881510/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/cinema/article/2016/03/11/mort-du-decorateur-de-cinema-britannique-ken-adam_4880875_3476.html'}, {'type': 'image/jpeg', 'length': '41514', 'href': 'http://s1.lemde.fr/image/2016/03/11/644x322/4880874_3_60c6_ken-adam-lors-d-une-exposition-consacree-a-jam_e524ad1254487f5284ff2aac3c8c2329.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/cinema/article/2016/03/11/mort-du-decorateur-de-cinema-britannique-ken-adam_4880875_3476.html,"Mort de Ken Adam, créateur de la « War Room » de « Docteur Folamour »","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort de Ken Adam, créateur de la «\xa0War Room\xa0» de «\xa0Docteur Folamour\xa0»'}","Doublement oscarisé, le décorateur a aussi travaillé sur la saga « James Bond ».","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Doublement oscarisé, le décorateur a aussi travaillé sur la saga «\xa0James Bond\xa0».'}","Fri, 11 Mar 2016 04:41:25 +0100","time.struct_time(tm_year=2016, tm_mon=3, tm_mday=11, tm_hour=3, tm_min=41, tm_sec=25, tm_wday=4, tm_yday=71, tm_isdst=0)",http://www.lemonde.fr/tiny/4880875/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/disparitions/article/2016/03/10/l-ancien-senateur-claude-estier-est-mort_4880572_3382.html'}, {'type': 'image/jpeg', 'length': '33289', 'href': 'http://s2.lemde.fr/image/2016/03/10/644x322/4880576_3_d3b8_claude-estier-lors-d-une-reunion-de-campagne_29c5d52c413f99ab77560786f1d5f099.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/disparitions/article/2016/03/10/l-ancien-senateur-claude-estier-est-mort_4880572_3382.html,L’ancien sénateur Claude Estier est mort à 90 ans,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’ancien sénateur Claude Estier est mort à 90 ans'}","Ex-jounaliste, le fidèle de François Mitterrand, décédé jeudi 10 mars, avait présidé le groupe socialiste au Palais du Luxembourg de 1988 à 2004.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Ex-jounaliste, le fidèle de François Mitterrand, décédé jeudi 10 mars, avait présidé le groupe socialiste au Palais du Luxembourg de 1988 à 2004.'}","Thu, 10 Mar 2016 16:07:05 +0100","time.struct_time(tm_year=2016, tm_mon=3, tm_mday=10, tm_hour=15, tm_min=7, tm_sec=5, tm_wday=3, tm_yday=70, tm_isdst=0)",http://www.lemonde.fr/tiny/4880572/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/m-design-deco/article/2016/03/10/gillis-lundgren-le-designer-de-l-etagere-billy-d-ikea-est-mort_4880545_4497702.html'}, {'type': 'image/jpeg', 'length': '29070', 'href': 'http://s1.lemde.fr/image/2016/03/10/644x322/4880543_3_1185_gillis-lundgren-designer-pour-ikea-depuis_ed123c072adce3e4437bab911ba1937f.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/m-design-deco/article/2016/03/10/gillis-lundgren-le-designer-de-l-etagere-billy-d-ikea-est-mort_4880545_4497702.html,"Gillis Lundgren, le designer de l’étagère Billy d’Ikea, est mort","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Gillis Lundgren, le designer de l’étagère Billy d’Ikea, est mort'}","La marque d’ameublement a annoncé mardi 8 mars que le créateur suédois est décédé à l’âge de 86 ans. Inventeur – par accident − du meuble livré en kit dans un carton plat, c’est notamment lui qui conçu l’étagère la plus vendue au monde.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'La marque d’ameublement a annoncé mardi 8\xa0mars que le créateur suédois est décédé à l’âge de 86 ans. Inventeur – par accident − du meuble livré en kit dans un carton plat, c’est notamment lui qui conçu l’étagère la plus vendue au monde.'}","Thu, 10 Mar 2016 15:42:19 +0100","time.struct_time(tm_year=2016, tm_mon=3, tm_mday=10, tm_hour=14, tm_min=42, tm_sec=19, tm_wday=3, tm_yday=70, tm_isdst=0)",http://www.lemonde.fr/tiny/4880545/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/disparitions/article/2016/03/10/jean-bernard-raimond-ancien-ministre-et-depute-est-mort-a-90-ans_4880172_3382.html'}, {'type': 'image/jpeg', 'length': '31091', 'href': 'http://s2.lemde.fr/image/2016/03/10/644x322/4880170_3_a8c1_jean-bernard-raimond-en-1988_a98a7faad60848c93908b66e778db2e3.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/disparitions/article/2016/03/10/jean-bernard-raimond-ancien-ministre-et-depute-est-mort-a-90-ans_4880172_3382.html,"Jean-Bernard Raimond, ancien ministre et député, est mort à 90 ans","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Jean-Bernard Raimond, ancien ministre et député, est mort à 90 ans'}","En poste au Quai d’Orsay de 1986 à 1988 lors de la première cohabitation, le diplomate, décédé le 7 mars, était féru de littérature et de philosophie, curieux de la chose politique mais sans excessive passion.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20160316173800/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'En poste au Quai d’Orsay de 1986 à 1988 lors de la première cohabitation, le diplomate, décédé le 7\xa0mars, était féru de littérature et de philosophie, curieux de la chose politique mais sans excessive passion.'}","Thu, 10 Mar 2016 11:35:18 +0100","time.struct_time(tm_year=2016, tm_mon=3, tm_mday=10, tm_hour=10, tm_min=35, tm_sec=18, tm_wday=3, tm_yday=70, tm_isdst=0)",http://www.lemonde.fr/tiny/4880172/,False
