,id,published,title,summary
37,https://www.lemonde.fr/disparitions/article/2022/09/09/mort-d-elizabeth-ii-seuls-27-des-britanniques-sont-favorables-a-l-abolition-de-la-monarchie_6140852_3382.html,"Fri, 09 Sep 2022 06:00:13 +0200",Mort d’Elizabeth II : seuls 27 % des Britanniques sont favorables à l’abolition de la monarchie,"Le maintien d’un haut degré de popularité à l’égard d’une institution, pourtant proche des « élites » contestées, restera comme l’un des succès de la reine, morte le 8 septembre, à l’âge de 96 ans."
38,https://www.lemonde.fr/disparitions/article/2022/09/09/la-reine-elizabeth-ii-dans-les-arts-sept-decennies-de-respect_6140833_3382.html,"Fri, 09 Sep 2022 04:00:07 +0200",La reine Elizabeth II dans les arts : sept décennies de respect,"Photographiée et peinte des milliers de fois, jouée au cinéma et au théâtre, Elizabeth II, morte le 8 septembre à l’âge de 96 ans, a quasiment toujours été représentée de façon respectueuse, voire révérencieuse."
39,https://www.lemonde.fr/disparitions/article/2022/09/09/elizabeth-ii-la-reine-des-collectionneuses-d-art_6140830_3382.html,"Fri, 09 Sep 2022 02:00:10 +0200","Elizabeth II, la reine des collectionneuses d’art","Peintures, photographies, bijoux… Avec 200 000 œuvres, la couronne britannique possède le plus grand patrimoine artistique privé du monde."
40,https://www.lemonde.fr/disparitions/article/2022/09/09/elizabeth-ii-et-margaret-thatcher-deux-rivales-au-pouvoir_6140825_3382.html,"Fri, 09 Sep 2022 00:00:08 +0200","Elizabeth II et Margaret Thatcher, deux rivales au pouvoir","Les rapports entre la reine et sa première ministre de 1979 à 1990 ont été difficiles. A l’heure de la mort de « The Queen », le 8 septembre à 96 ans, retour sur ce que fut sa relation avec  « Maggie »."
41,https://www.lemonde.fr/disparitions/article/2022/09/08/elizabeth-ii-de-la-seconde-guerre-mondiale-au-brexit-a-ete-une-reine-europeenne_6140817_3382.html,"Thu, 08 Sep 2022 22:00:03 +0200","Elizabeth II, de la seconde guerre mondiale au Brexit, a été une reine européenne","La souveraine, morte le 8 septembre à 96 ans, semblait reconnaître l’existence d’un lien entre la paix et la construction européenne. Mais celle qui avait eu 19 ans en 1945 n’aura pas su faire entendre cet attachement aux Britanniques favorables à la sortie de l’Union."
42,https://www.lemonde.fr/disparitions/article/2022/09/08/elizabeth-ii-et-lady-diana-histoire-d-une-fracture_6140810_3382.html,"Thu, 08 Sep 2022 21:20:26 +0200",Elizabeth II et Lady Diana : histoire d’une fracture,"La mort brutale de la « princesse des cœurs », en 1997, avait déclenché une immense émotion dans le royaume. La reine, morte le 8 septembre à l’âge de 96 ans, était, de son côté, restée de glace. Au bout de six jours, elle consentit à sortir de son mutisme."
43,https://www.lemonde.fr/disparitions/article/2022/09/08/lilibet-second-lieutenant-windsor-matricule-230873_6140803_3382.html,"Thu, 08 Sep 2022 20:49:48 +0200","Elizabeth II : « Lilibet », second lieutenant Windsor, matricule 230873","Entre 1939 et 1945, la future reine Elizabeth II, morte le 8 septembre, a participé à l’effort de guerre en tant qu’apprentie conductrice d’ambulances et mécanicienne sous le matricule 230873."
44,https://www.lemonde.fr/disparitions/article/2022/09/08/la-reine-elizabeth-ii-etait-la-plus-ancienne-cheffe-d-etat-du-monde_6140789_3382.html,"Thu, 08 Sep 2022 19:46:48 +0200",La reine Elizabeth II était la plus ancienne cheffe d’Etat du monde,"Arrivée sur le trône au temps des trains à vapeur et du mariage à vie, la reine, morte le 8 septembre à l’âge de 96 ans, aura voyagé en supersonique et connu le divorce de trois de ses enfants."
45,https://www.lemonde.fr/disparitions/article/2022/09/08/la-reine-elizabeth-ii-est-morte-apres-soixante-dix-ans-d-un-regne-hors-du-commun_6140784_3382.html,"Thu, 08 Sep 2022 19:36:59 +0200","Elizabeth II : après soixante-dix ans d’un règne hors du commun, la souveraine laisse une empreinte durable sur la monarchie","La reine, qui avait accédé au trône en 1952 à l’âge de 25 ans, est morte le 8 septembre à 96 ans. Monarque impassible, vénérée par le peuple britannique, cheffe des armées, gouverneure suprême de l’Eglise anglicane, elle a été l’interlocutrice de quinze premiers ministres britanniques."
46,https://www.lemonde.fr/disparitions/article/2022/09/08/la-mort-de-louis-fabrice-latour-figure-des-vins-de-bourgogne_6140761_3382.html,"Thu, 08 Sep 2022 17:39:25 +0200","La mort de Louis-Fabrice Latour, figure des vins de Bourgogne","Depuis 1999, il présidait aux destinées de la maison de négoce beaunoise Louis Latour, fondée au XVIIIᵉ siècle. Il s’est éteint dans la nuit du 5 au 6 septembre, à l’âge de 58 ans."
