id,published,title,summary
https://www.lemonde.fr/disparitions/article/2023/01/29/mort-a-73-ans-du-guitariste-et-chanteur-tom-verlaine-leader-du-groupe-de-rock-television_6159698_3382.html,"Sun, 29 Jan 2023 03:25:11 +0100","Mort du guitariste et chanteur Tom Verlaine, leader du groupe de rock Television","Bien que le groupe new-yorkais des années 1970 n’ait connu qu’un succès commercial relatif, l’Américain a influencé de nombreux guitaristes grâce à son jeu inventif. Il avait 73 ans."
https://www.lemonde.fr/culture/article/2023/01/25/la-mort-du-danseur-jacques-patarozzi_6159298_3246.html,"Wed, 25 Jan 2023 17:18:50 +0100",La mort du danseur Jacques Patarozzi,"Danseur, chorégraphe et directeur de festival, il s’illustra aux côtés de figures emblématiques de la danse, dont Pina Bausch. Il s’est éteint le 22 janvier, à l’âge de 75 ans."
https://www.lemonde.fr/disparitions/article/2023/01/25/l-architecte-indien-balkrishna-doshi-est-mort_6159269_3382.html,"Wed, 25 Jan 2023 15:00:11 +0100",L’architecte indien Balkrishna Doshi est mort,"Prix Pritzker 2018, l’artiste disciple de Le Corbusier s’est illustré par des projets innovants dans l’habitat social. Il est mort le 24 janvier, à l’âge de 95 ans, à Ahmedabad, en Inde."
https://www.lemonde.fr/disparitions/article/2023/01/25/la-mort-de-jean-claude-lemagny-historien-de-la-photographie_6159266_3382.html,"Wed, 25 Jan 2023 14:48:34 +0100","La mort de Jean-Claude Lemagny, historien de la photographie","Conservateur de la photographie à la Bibliothèque nationale à partir de 1968, il fut de toutes les batailles pour faire d’un procédé méprisé un art à part entière. Il s’est éteint le 19 janvier à l’âge de 91 ans."
https://www.lemonde.fr/disparitions/article/2023/01/25/la-mort-de-georges-banu-critique-de-theatre_6159265_3382.html,"Wed, 25 Jan 2023 14:48:23 +0100","La mort de Georges Banu, critique de théâtre","L’essayiste et universitaire d’origine roumaine, mémoire vive des scènes théâtrales et de leurs metteurs en scène, de Peter Brook à Wajdi Mouawad en passant par Antoine Vitez, Ariane Mnouchkine, Luc Bondy ou Patrice Chéreau, s’est éteint, le 21 janvier, à l’âge de 79 ans."
https://www.lemonde.fr/disparitions/article/2023/01/23/michel-terrasse-pionnier-de-la-protection-des-rapaces-est-mort_6158955_3382.html,"Mon, 23 Jan 2023 12:18:19 +0100","Michel Terrasse, pionnier de la protection des rapaces, est mort","L’ornithologue mondialement connu pour la protection des rapaces et la réintroduction de vautours en France, en Europe, en Amérique du Sud et du Nord, s’est éteint le 13 janvier, à l’âge de 84 ans."
https://www.lemonde.fr/disparitions/article/2023/01/22/la-mort-d-achille-mauri-figure-majeure-du-paysage-editorial-et-culturel-italien_6158871_3382.html,"Sun, 22 Jan 2023 15:48:56 +0100","La mort d’Achille Mauri, figure majeure du paysage éditorial et culturel italien","Tout à la fois éditeur, producteur, scénariste, écrivain et voyageur passionné, il se trouvait au cœur de la vie intellectuelle et artistique italienne de la seconde moitié du XXᵉ siècle. Il s’est éteint le 11 janvier, à l’âge de 83 ans."
https://www.lemonde.fr/disparitions/article/2023/01/21/mort-de-gilles-beyer-ancien-entraineur-de-patinage-artistique-mis-en-examen-pour-agressions-sexuelles_6158793_3382.html,"Sat, 21 Jan 2023 14:26:21 +0100","Mort de Gilles Beyer, ancien entraîneur de patinage artistique mis en examen pour « agressions sexuelles »",La patineuse Sarah Abitbol l’avait accusé de viols et d’agressions sexuelles répétés quand elle avait entre 15 et 17 ans. Il avait été mis en examen en janvier 2021 pour des faits présumés plus récents.
https://www.lemonde.fr/disparitions/article/2023/01/21/david-crosby-une-vie-brulee-par-les-deux-bouts_6158737_3382.html,"Sat, 21 Jan 2023 05:02:49 +0100","David Crosby, une vie brûlée par les deux bouts","Le chanteur américain, célèbre pour son association avec Stephen Stills, Graham Nash et Neil Young, est mort à 81 ans des suites d’une « longue maladie »."
https://www.lemonde.fr/disparitions/article/2023/01/20/claude-guillon-auteur-de-suicide-mode-d-emploi-est-mort_6158691_3382.html,"Fri, 20 Jan 2023 17:37:39 +0100","Claude Guillon, auteur de « Suicide mode d’emploi », est mort","Le coauteur de ce livre polémique avait été poursuivi en justice avec le journaliste Yves Le Bonniec pour homicide involontaire, après des plaintes de familles de suicidés."
https://www.lemonde.fr/disparitions/article/2023/01/20/l-artiste-de-folk-rock-david-crosby-du-supergroupe-crosby-stills-nash-young-est-mort-a-81-ans_6158576_3382.html,"Fri, 20 Jan 2023 00:49:47 +0100","L’artiste de folk rock David Crosby, du supergroupe Crosby, Stills, Nash & Young, est mort à 81 ans","Egalement cofondateur des Byrds dans les années 1960, le Californien aux longs cheveux blancs s’était relevé de ses excès, dont la drogue, pour relancer une carrière solo. Sa femme a annoncé sa mort par communiqué, sans en préciser la cause."
https://www.lemonde.fr/disparitions/article/2023/01/18/le-musicien-marcel-zanini-auteur-de-tu-veux-ou-tu-veux-pas-est-mort_6158415_3382.html,"Wed, 18 Jan 2023 20:18:48 +0100","Le musicien Marcel Zanini, auteur de « Tu veux ou tu veux pas ? », est mort","Le clarinettiste et chanteur de jazz, devenu célèbre à la fin des années 1960, avec un tube adapté d’une chanson brésilienne, est mort mercredi, à l’âge de 99 ans."
https://www.lemonde.fr/disparitions/article/2023/01/18/le-realisateur-paul-vecchiali-est-mort_6158392_3382.html,"Wed, 18 Jan 2023 17:31:01 +0100",Le réalisateur Paul Vecchiali est mort,"Figure d’un cinéma frondeur resté en partie confidentiel, l’artiste, qui avait fait du mélodrame son territoire de prédilection, est mort à l’âge de 92 ans."
https://www.lemonde.fr/disparitions/article/2023/01/18/jean-clementin-ancienne-plume-du-canard-enchaine-est-mort_6158389_3382.html,"Wed, 18 Jan 2023 17:06:43 +0100","Jean Clémentin, ancienne plume du « Canard enchaîné », est mort","L’ancien journaliste et écrivain de 98 ans avait été accusé d’espionnage au profit de la Tchécoslovaquie, dans une enquête publiée par « L’Obs » en 2022."
https://www.lemonde.fr/disparitions/article/2023/01/18/la-mort-du-linguiste-jean-claude-coquet_6158380_3382.html,"Wed, 18 Jan 2023 16:34:46 +0100",La mort du linguiste Jean-Claude Coquet,"Le linguiste et sémioticien de renommée internationale est décédé le 16 janvier, à l’âge de 94 ans."
https://www.lemonde.fr/societe/article/2023/01/17/la-doyenne-de-l-humanite-la-francaise-s-ur-andre-est-morte-a-118-ans_6158261_3224.html,"Tue, 17 Jan 2023 22:29:39 +0100","La Française sœur André, doyenne de l’humanité, est morte à 118 ans","Aucun organisme officiel n’attribue le titre de doyen ou doyenne de l’humanité, mais les spécialistes s’accordaient pour dire que cette religieuse était la personne la plus âgée vivante dont l’état civil avait été vérifié."
https://www.lemonde.fr/disparitions/article/2023/01/16/la-mort-de-frene-ginwala-figure-historique-de-la-lutte-contre-l-apartheid_6158118_3382.html,"Mon, 16 Jan 2023 21:07:39 +0100","La mort de Frene Ginwala, figure historique de la lutte contre l’apartheid",Cette juriste issue d’une famille d’origine indienne avait été choisie par Nelson Mandela pour diriger le premier Parlement de l’Afrique du Sud démocratique.
https://www.lemonde.fr/disparitions/article/2023/01/16/l-actrice-italienne-gina-lollobrigida-est-morte_6158069_3382.html,"Mon, 16 Jan 2023 13:01:40 +0100",L’actrice italienne Gina Lollobrigida est morte,"Coqueluche des paparazzi, héroïne de roman-photo au début de sa carrière, elle a accédé ensuite aux premiers rôles auprès des plus grands metteurs en scène et joué avec Gérard Philipe, Burt Lancaster, Yul Brynner. Elle est morte le 16 janvier, à l’âge de 95 ans."
